关键词1,关键词2,链路强度值,链接强度分类
agricultural aviation,pesticide spray control,63.22222222222222,强链接
agricultural aviation,insect pest image recognition,63.22222222222222,强链接
extendible snubbers,sensor system,62.77777777777778,强链接
gimbal stabilization,sensor system,62.77777777777778,强链接
lift force test,sensor system,61.888888888888886,强链接
flight speed adjustment,wireless remote control,61.888888888888886,强链接
radius adjustment,wireless remote control,61.888888888888886,强链接
lithium-ion battery,photocatalytic net,61.888888888888886,强链接
haze removal,photocatalytic net,61.888888888888886,强链接
photocatalytic net,ultraviolet LED,61.888888888888886,强链接
liquid nitrogen antifogging,photocatalytic net,61.888888888888886,强链接
photocatalytic net,ultraviolet LED illumination,61.888888888888886,强链接
air flow control,maneuvering flight,61.888888888888886,强链接
bypass vector thrust,maneuvering flight,61.888888888888886,强链接
high-attack-angle,maneuvering flight,61.888888888888886,强链接
point-surrounding flight,wireless remote control,61.888888888888886,强链接
motor blade assembly,sensor system,61.888888888888886,强链接
larvae information processing,wireless remote control,61.888888888888886,强链接
computer control system,wireless remote control,61.888888888888886,强链接
rotational axis,wing folding,61.888888888888886,强链接
flexible wing,wing folding,61.888888888888886,强链接
high strength material,wing folding,61.888888888888886,强链接
sensor system,torsion force test,61.888888888888886,强链接
mosquito eradication,wireless remote control,61.888888888888886,强链接
nano-titanium dioxide,photocatalytic net,61.888888888888886,强链接
maneuvering flight,vector thrust,61.888888888888886,强链接
maneuvering flight,rudder steering,61.888888888888886,强链接
maneuvering flight,spiral blade,61.888888888888886,强链接
efficient gear switching,seven-gear planetary,59.5,强链接
power mechanism,precision control,58.5,强链接
flight data processing,mobile workstation,58.5,强链接
flight data processing,portable design,58.5,强链接
lead wire release,precision control,58.5,强链接
power switching circuit,solar cell integration,57.7,强链接
dual-power system,solar cell integration,57.7,强链接
drive sprocket integration,planetary gear overlap,57.5,强链接
Kalman filtering,wireless serial port,57.2,强链接
clutch integration,five-gear planetary,56.833333333333336,强链接
GPS receiver,quadcopter control,56.5,强链接
GPS receiver,survivor search,56.5,强链接
pneumatic lift,torsion spring,56.5,强链接
bevel gear,pneumatic lift,56.5,强链接
narrow-band communication,power control,56.5,强链接
electromagnetic ejector,linear motor,56.5,强链接
linear motor,magnetic device,56.5,强链接
pneumatic lift,wing unfolding,56.5,强链接
broadband communication,narrow-band communication,56.5,强链接
FPGA processing,narrow-band communication,56.5,强链接
aerial remote sensing,central processing unit,56.1,强链接
aerial remote sensing,data transmission,56.1,强链接
digital modulation,real-time data,56.1,强链接
digital modulation,wireless image transmission,56.1,强链接
atomizing effect,electromagnetic valve,56.1,强链接
antifogging agent,hollow cylinder structure,56.1,强链接
antifogging agent,atomizing effect,56.1,强链接
electromagnetic valve,hollow cylinder structure,56.1,强链接
central processing unit,equidistant photography,56.1,强链接
data transmission,equidistant photography,56.1,强链接
microwave communication,wireless image transmission,56.1,强链接
microwave communication,real-time data,56.1,强链接
ducted fan lift,oil-electric propulsion,56.1,强链接
aerodynamic configuration,ducted fan lift,56.1,强链接
aerodynamic configuration,hybrid V/STOL,56.1,强链接
hybrid V/STOL,oil-electric propulsion,56.1,强链接
minimal acoustic signature,stealth technology,55.7,强链接
ground movement enhancement,stealth technology,55.7,强链接
extended duration,solar-powered flight,55.7,强链接
glancing angle optimization,solar-powered flight,55.7,强链接
abnormality detection,communication channel,55.7,强链接
clamping structure,locking component,55.7,强链接
fast detaching,locking component,55.7,强链接
microwave transmission,modular arrangement,55.7,强链接
aerial sensor system,diameter identification,55.7,强链接
navigation radar,rotating wing,55.7,强链接
lithium ion battery,navigation radar,55.7,强链接
extended flight duration,wire reel,55.7,强链接
installing device,locking component,55.7,强链接
microwave transmission,satellite antenna,55.7,强链接
data acquisition unit,power line inspection,55.7,强链接
cargo hold,navigation radar,55.7,强链接
catapult launch,electric winch,55.7,强链接
extended flight duration,searchlight mechanism,55.7,强链接
enhanced maneuverability,vertical wing arrangement,55.7,强链接
power supply integration,rechargeable battery,55.7,强链接
detachable component,rechargeable battery,55.7,强链接
enhanced maneuverability,transverse-flow wind wheel,55.7,强链接
cargo cabin,rechargeable battery,55.7,强链接
enhanced maneuverability,individual driving motor,55.7,强链接
stealth technology,torque translation,55.7,强链接
audio video collection,image transmission,55.7,强链接
emergency command,image transmission,55.7,强链接
image transmission,vehicle-mounted control,55.7,强链接
battery system,sensor data integration,55.7,强链接
abnormality detection,launch control test,55.7,强链接
power generation,sensor data integration,55.7,强链接
abnormality detection,digital display,55.7,强链接
motion model,network formation,55.7,强链接
power line inspection,radio frequency transceiver,55.7,强链接
charging station,sensor data integration,55.7,强链接
adjustable launch direction,catapult launch,55.7,强链接
catapult launch,lock release mechanism,55.7,强链接
TD-LTE module,microwave transmission,55.7,强链接
direct-current power supply,extended flight duration,55.7,强链接
compass stabilization,solar-powered flight,55.7,强链接
UAV tree measurement,aerial sensor system,55.7,强链接
aerial sensor system,forestry technology,55.7,强链接
consistency control,motion model,55.7,强链接
positioning navigation,power line inspection,55.7,强链接
motion model,pneumatic coupling,55.7,强链接
dual data capture,video collection,55.7,强链接
fixed wing design,video collection,55.7,强链接
flying wing,high-balance,55.7,强链接
eddy resistance reduction,flying wing,55.7,强链接
image collection,video collection,55.7,强链接
flying wing,low-wind-resistance,55.7,强链接
brake locking,multi-speed stages,53.5,强链接
clutch configuration,rotary element coupling,52.833333333333336,强链接
clutch-brake configuration,forward-reverse gears,52.166666666666664,强链接
integrated speed change,reverse rotation control,52.166666666666664,强链接
one-direction clutch,reverse rotation control,52.166666666666664,强链接
integrated speed change,one-direction clutch,52.166666666666664,强链接
clutch-brake configuration,multi-stage shifting,52.166666666666664,强链接
forward-reverse gears,multi-stage shifting,52.166666666666664,强链接
dual shaft system,frictional clutch,51.5,强链接
reverse rotation,torque deceleration,50.833333333333336,强链接
rotational elements,variable connection,50.833333333333336,强链接
multiple shift-speeds,power delivery efficiency,50.166666666666664,强链接
multi-speed gearbox,power efficiency,50.166666666666664,强链接
backward movement,hub housing,48.166666666666664,强链接
broadband communication,data transmission,47.214285714285715,强链接
aerodynamic performance,wing frame,47.166666666666664,强链接
aerodynamic performance,supporting rods,46.75,强链接
aerodynamic performance,support rods,46.75,强链接
aerodynamic performance,propeller synchronization,46.75,强链接
aerodynamic performance,dual propellers,46.75,强链接
gear shift control,motor generator rpm,46.166666666666664,强链接
fluid passage,torque-transmitting device,45.5,强链接
centrifugal pressure cancellation,hydraulic clutch,45.5,强链接
engagement control,reverse prevention,44.833333333333336,强链接
engagement control,shift position detection,44.833333333333336,强链接
reverse prevention,shift position detection,44.833333333333336,强链接
lubrication direction,oil baffle,44.833333333333336,强链接
clutch hub,oil baffle,44.833333333333336,强链接
clutch hub,lubrication direction,44.833333333333336,强链接
coupling mechanism,shift stage control,44.5,强链接
hybrid power system,power supply conversion,44.38461538461539,强链接
hybrid power system,hydrogen fuel battery,44.38461538461539,强链接
attitude sensing,wireless serial port,43.76923076923077,强链接
single-chip microcomputer,wireless serial port,43.69230769230769,强链接
electromagnetic ejector,vibration reduction,43.15384615384615,强链接
