source,target,weight
angular speed calculation,visual attitude measurement,1
vertical spinning top,visual attitude measurement,1
angular speed calculation,vertical spinning top,1
metal label storage,three-coordinate manipulator,1
RFID labeler,three-coordinate manipulator,1
automatic control,three-coordinate manipulator,1
data writing,three-coordinate manipulator,1
RFID labeler,metal label storage,1
automatic control,metal label storage,1
data writing,metal label storage,1
RFID labeler,automatic control,1
RFID labeler,data writing,1
automatic control,data writing,1
automatic gang saw,dust extraction,1
dust extraction,staggered rollers,1
dust extraction,wood cutting efficiency,1
dual worktable design,dust extraction,1
automatic gang saw,staggered rollers,1
automatic gang saw,wood cutting efficiency,1
automatic gang saw,dual worktable design,1
staggered rollers,wood cutting efficiency,1
dual worktable design,staggered rollers,1
dual worktable design,wood cutting efficiency,1
UAV control,operation signal conversion,1
UAV control,screen display,1
UAV control,flight data recognition,1
3D virtual scene,UAV control,1
operation signal conversion,screen display,1
flight data recognition,operation signal conversion,1
3D virtual scene,operation signal conversion,1
flight data recognition,screen display,1
3D virtual scene,screen display,1
3D virtual scene,flight data recognition,1
line capture device,rotor arms,1
joint coupling,line capture device,2
line capture device,unmanned aircraft,2
line capture device,ratchet mechanism,2
joint coupling,rotor arms,1
rotor arms,unmanned aircraft,1
ratchet mechanism,rotor arms,1
joint coupling,unmanned aircraft,2
joint coupling,ratchet mechanism,2
ratchet mechanism,unmanned aircraft,2
horizontal movement,vertical adjustment,1
horizontal movement,milling cutter,1
fan shaft sleeve,horizontal movement,1
horizontal movement,production efficiency,1
milling cutter,vertical adjustment,1
fan shaft sleeve,vertical adjustment,1
production efficiency,vertical adjustment,1
fan shaft sleeve,milling cutter,1
milling cutter,production efficiency,1
fan shaft sleeve,production efficiency,1
automatic maintenance,lubricating device,1
automatic maintenance,planetary gear brush,1
automatic maintenance,cutter cleaning,1
automatic maintenance,paper cutter quality,1
lubricating device,planetary gear brush,1
cutter cleaning,lubricating device,1
lubricating device,paper cutter quality,1
cutter cleaning,planetary gear brush,1
paper cutter quality,planetary gear brush,1
cutter cleaning,paper cutter quality,1
automatic lay-flat,proportional design,1
proportional design,unloading height,1
eight-connecting-rod mechanism,proportional design,1
loader efficiency,proportional design,1
automatic lay-flat,unloading height,1
automatic lay-flat,eight-connecting-rod mechanism,1
automatic lay-flat,loader efficiency,1
eight-connecting-rod mechanism,unloading height,1
loader efficiency,unloading height,1
eight-connecting-rod mechanism,loader efficiency,1
expandable system configuration,serial bus interface,1
expandable system configuration,microprocessor integration,1
expandable system configuration,sensor data acquisition,1
UAV condition monitoring,expandable system configuration,1
microprocessor integration,serial bus interface,1
sensor data acquisition,serial bus interface,1
UAV condition monitoring,serial bus interface,1
microprocessor integration,sensor data acquisition,1
UAV condition monitoring,microprocessor integration,1
UAV condition monitoring,sensor data acquisition,1
edge demounting,pneumatic control,1
pneumatic control,rubber product processing,1
automatic deburring,pneumatic control,1
centrifugal suspension,pneumatic control,1
edge demounting,rubber product processing,1
automatic deburring,edge demounting,1
centrifugal suspension,edge demounting,1
automatic deburring,rubber product processing,1
centrifugal suspension,rubber product processing,1
automatic deburring,centrifugal suspension,1
non-contact welding,turnplate mechanism,1
filter core assembly,non-contact welding,1
automatic production,non-contact welding,1
non-contact welding,temperature control,1
filter core assembly,turnplate mechanism,1
automatic production,turnplate mechanism,1
temperature control,turnplate mechanism,1
automatic production,filter core assembly,1
filter core assembly,temperature control,1
automatic production,temperature control,1
light travelling structure,reversible drive,1
light travelling structure,photovoltaic enhancement,1
automatic cleaning,light travelling structure,1
cooling mechanism,light travelling structure,1
photovoltaic enhancement,reversible drive,1
automatic cleaning,reversible drive,1
cooling mechanism,reversible drive,1
automatic cleaning,photovoltaic enhancement,1
cooling mechanism,photovoltaic enhancement,1
automatic cleaning,cooling mechanism,1
centripetal force,torque-transmitting mechanism,1
automatic shifting,torque-transmitting mechanism,1
planetary gear,torque-transmitting mechanism,1
ball screw actuator,torque-transmitting mechanism,1
automatic shifting,centripetal force,1
centripetal force,planetary gear,1
ball screw actuator,centripetal force,1
automatic shifting,planetary gear,1
automatic shifting,ball screw actuator,1
ball screw actuator,planetary gear,1
airplane maintenance tool,automatic regulation,1
automatic regulation,fuel discharging,1
automatic regulation,illumination device,1
automatic regulation,support plate,1
airplane maintenance tool,fuel discharging,1
airplane maintenance tool,illumination device,1
airplane maintenance tool,support plate,1
fuel discharging,illumination device,1
fuel discharging,support plate,1
illumination device,support plate,1
mechanical flush adjustment,rotary handle control,1
mechanical flush adjustment,water-saving mechanism,1
dual function fulfillment,mechanical flush adjustment,1
mechanical flush adjustment,sealing rubber cover,1
rotary handle control,water-saving mechanism,1
dual function fulfillment,rotary handle control,1
rotary handle control,sealing rubber cover,1
dual function fulfillment,water-saving mechanism,1
sealing rubber cover,water-saving mechanism,1
dual function fulfillment,sealing rubber cover,1
electric torque motor,precise position measurement,1
electric torque motor,friction brake,1
electric torque motor,integrated drive,1
eccentric ring,electric torque motor,1
friction brake,precise position measurement,1
integrated drive,precise position measurement,1
eccentric ring,precise position measurement,1
friction brake,integrated drive,1
eccentric ring,friction brake,1
eccentric ring,integrated drive,1
automatic takeoff,autopilot control,1
automatic takeoff,inertial measurement,1
attitude sensor,automatic takeoff,1
automatic takeoff,flexible airfoil,1
autopilot control,inertial measurement,1
attitude sensor,autopilot control,1
autopilot control,flexible airfoil,1
attitude sensor,inertial measurement,1
flexible airfoil,inertial measurement,1
attitude sensor,flexible airfoil,1
PD control,barometric height sensor,1
barometric height sensor,wind filtering device,1
barometric height sensor,lithium battery power,1
I2C data transmission,barometric height sensor,1
PD control,wind filtering device,1
PD control,lithium battery power,1
I2C data transmission,PD control,1
lithium battery power,wind filtering device,1
I2C data transmission,wind filtering device,1
I2C data transmission,lithium battery power,1
position guide,silicone nipple,1
bionic design,position guide,1
milk injector,position guide,1
automatic suckling,position guide,1
bionic design,silicone nipple,1
milk injector,silicone nipple,1
automatic suckling,silicone nipple,1
bionic design,milk injector,1
automatic suckling,bionic design,1
automatic suckling,milk injector,1
hybrid transmission,planetary gear integration,1
dual clutch system,hybrid transmission,1
electric motor switching,hybrid transmission,1
hybrid transmission,meshing mechanism,1
dual clutch system,planetary gear integration,1
electric motor switching,planetary gear integration,1
meshing mechanism,planetary gear integration,1
dual clutch system,electric motor switching,1
dual clutch system,meshing mechanism,1
electric motor switching,meshing mechanism,1
distress locator,peripheral flange,1
automated ejection,peripheral flange,1
peripheral flange,transmitter deployment,1
aircraft safety,peripheral flange,1
automated ejection,distress locator,1
distress locator,transmitter deployment,1
aircraft safety,distress locator,1
automated ejection,transmitter deployment,1
aircraft safety,automated ejection,1
aircraft safety,transmitter deployment,1
liquid level sensor,steel air door,1
high-pressure aerostatic press,steel air door,1
steel air door,stope face protection,1
safety equipment,steel air door,1
high-pressure aerostatic press,liquid level sensor,1
liquid level sensor,stope face protection,1
liquid level sensor,safety equipment,1
high-pressure aerostatic press,stope face protection,1
high-pressure aerostatic press,safety equipment,1
safety equipment,stope face protection,1
